"CUSTOMER","BU","NSB_LAST","COST","NETBOOK","NOOFMFGR","INV_QTY","NOOFMTHPURCHASE","NOOFMTHPURCHASE_Q4","NOOFPART","NOOFAPFC3","CUST_LOSS","FSO","BSO"
"ANSHAN RONGXIN/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",66733.6084655319633,59436.38819249159419,20101.471281914697,5,96232,7,0,19,10,0,0,0
"NANJING HONGFEIAO ELETRONICS TECHNOLOGY CO, LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",3780,3627.72,0,1,12000,3,2,1,1,0,0,0
"SHENZHEN ROYAL KIKUSUI TECHNOLOGY CO., LTD./SPECIALTY-SEED-SOUTH","SPECIALTY-SEED-SOUTH",474478.9185931634,438327.144858510797,940805.8699845046273,2,51802,2,0,3,2,0,0,0
"SUZHOU FUCHUAN TECHNOLOGY CO.,LTD./BRANCH-SHANGHAI1","BRANCH-SHANGHAI1",9105.525435660069,8047.959984521368,8556.249186310374,3,1596,3,1,4,3,1,0,0
"SHENZHEN FUTIAN SAIGE ELECTRONIC MARKET-QUNJIAN ELECTRONIC STORE/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",50750.206004423,48432.6123178527,0,1,13000,1,1,3,1,1,0,0
"SHANGHAI POZEEN TECHNOLOGY CO.,LTD/SPECIALTY-ATM-CHINA1","SPECIALTY-ATM-CHINA1",160575,152247.4737555,160575,1,3840000,7,1,4,1,1,0,0
"ACARE TECHNOLOGY CO., LTD./BRANCH-TAIPEI2","BRANCH-TAIPEI2",4546.094280490543,3652.32,1708.12106682649,1,24000,4,3,2,1,1,0,0
"FORTOP INDUSTRIAL CO,LTD/BRANCH-HSINCHU/KH","BRANCH-HSINCHU/KH",6344.001639437309,5537.978704973677,1694.70017109837,2,70000,5,0,2,2,0,0,0
"GROWATT NEW ENERGY CO., LTD./SPECIALTY-SEED-SOUTH","SPECIALTY-SEED-SOUTH",21971.897365978117,18948.56056,29467.693407852747,1,45034,4,3,2,1,1,0,0
"SHENZHEN ADUROLIGHT TECHNOLOGY CO.,LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",27282.397207650686,23327.552706419831,19207.360401754783,1,5960,3,0,1,1,1,0,0
"HK TAIRUI ELECTRONIC CO., LIMITED/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",10603.2,9642.2288,7603.2,2,6760,2,1,2,2,1,0,0
"GMS CORP./BRANCH-TAIPEI2","BRANCH-TAIPEI2",22593.8009075440985,21533.8687196909851,382.5,4,315000,5,0,8,5,0,0,0
"HITACHI ELECTRONIC PRODUCTS (M) SDN. BHD/BRANCH-MALAYSIA","BRANCH-MALAYSIA",16626.7,14444.402,9017,7,123400,6,2,9,6,1,0,0
"SHENZHEN CO-CREATION SAFETY FOREVER INTELLIGENCE TECHNOLOGY CO.,LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",3848.05438660891,2926.07943616475,0,1,1920,1,0,1,1,0,0,0
"SHANGHAI YAKU ELECTRONICS TECH/BRANCH-SHANGHAI1","BRANCH-SHANGHAI1",8476.769389686821,7815.178535586875,0,2,6,2,0,6,2,0,0,0
"IBM MANUFACTURING SOLUTIONS PTE. LTD./BRANCH-SINGAPORE","BRANCH-SINGAPORE",11342569.92,11004682.85172,8280637.400000000002728,2,158007,12,3,7,1,1,0,0
"SHANGHAI WEIXING INFORMATION TECHNOLOGY CO.,LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",1651.10128640706,1192.51248656968,0,1,50,1,0,1,1,0,0,0
"SEMES CO., LTD./BRANCH-KOREA2","BRANCH-KOREA2",240171.74876170824,229648.25523924457,240171.74876170924,1,30100,2,0,2,2,1,0,0
"AMTRAN TECHNOLOGY CO., LTD./BRANCH-TAIPEI1","BRANCH-TAIPEI1",5900,5964.9,5900,1,1000,1,0,1,1,0,0,0
"IIC INTERNATIONAL (HK) LIMITED/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",35481.6,34065.792,35481.6,1,19200,1,1,1,1,1,0,0
"SILICON PLAZA/BRANCH-KOREA1","BRANCH-KOREA1",3261.53309106532,2870.73662304649,-8.63751096471606,1,500,1,0,1,1,0,0,0
"MOSER BAER INDIA LIMITED/BRANCH-INDIA","BRANCH-INDIA",1314.75,1225.907,2826.75,1,4850,1,0,2,1,0,0,0
"BEIJING HUASHENGYUANTONG TECHNOLOGY CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",1413,1242.69,0,1,3000,1,1,1,1,1,0,0
"SHENZHEN VIGICA TECHNOLOGY CO,.LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",389380,377993.94,180859.99999999999,1,221000,8,1,8,2,1,0,0
"XI'AN XINGRUI SCIENCE AND TECHNOLOGY CO,.LTD/SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",25946.71789673216,18520.31092529324,21113.69871447899,1,100,2,0,2,1,0,0,0
"ACCTRON COMPANY LIMITED/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",10970,9054.56,0,2,16400,1,0,2,2,0,0,0
"SHANGHAI HUXIN INFO TECHNOLOGY CO.,LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",69106.61332756147,67151.24635196033,69106.61332756147,1,119615,1,0,4,2,1,0,0
"SHANDONG MONCEE SENSOR CO.,LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",1687.200922059442,1493.289338568812,0,2,15000,2,0,2,2,0,0,0
"SHENZHEN CASSTK CO., LTD/SPECIALTY-SEED-SOUTH","SPECIALTY-SEED-SOUTH",1913.6,1726.724,0,1,80,2,0,2,1,0,0,0
"SHANGHAI MICROMILE LIGHTING CO/BRANCH-SHANGHAI2","BRANCH-SHANGHAI2",20319.10153856774,18067.92570792497,20319.10153856774,1,91000,2,0,1,1,0,0,0
"LEETRO AUTOMATION CORP.,LTD/SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",8505,8181,8505,1,1350,1,0,1,1,0,0,0
"SHENZHEN QKIFLY TECHNOLOGY LIMITD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",1588.65,1398.10545,1588.65,1,9345,1,0,1,1,0,0,0
"WICES TECHNOLOGY (HK) CO.,LTD/SPECIALTY-ULTRA-CHINA","SPECIALTY-ULTRA-CHINA",336750.9955,304530.12162,327850.9955,81,12128649,9,3,530,71,1,0,0
"NEW COWI ELECTRIC R&D KOREA CO.,LTD/BRANCH-KOREA1","BRANCH-KOREA1",1441.5661805945,1359.18001612451,1441.5661805945,1,5000,1,0,1,1,0,0,0
"SHENZHEN DINGHEFENG  TECH CO., LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",157137.403039451912,142123.59833206375,28300.403039451913,2,75755,8,0,17,5,1,0,0
"PEGASUS ELECTRONICS LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",2855,2399,2495,3,72500,2,1,3,3,0,0,0
"SEN-TOUCH PHOTOELECTRICITY TECHNOLOGY CO., LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",152694.8,143435.7926,152644.8,1,347020,3,0,2,1,0,0,0
"SZ SPOTMAU INFORMATION TECHNOLOGY CO., LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",12015.5580386271851,8868.70817627721,22114.608917179304693,3,35210,4,3,6,3,1,0,0
"SHENZHEN JUSTER ELECTRONIC LIMITED/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",5400.742245522062,4843.033995194408,-11,3,24500,4,1,4,3,0,0,0
"CHANON ASSY CO LTD/SPECIALTY-PSG","SPECIALTY-PSG",22477.78,15347.1274,4841.55,1,381240,8,3,21,3,1,0,0
"GCI ELECTRONIC CO., LTD/SPECIALTY-SEED-SOUTH","SPECIALTY-SEED-SOUTH",3632.13891380748,2413.6512,3632.13891380748,1,960,1,0,1,1,0,0,0
"GUANGZHOU HUAYI ELECTRONIC TECHNOLOGY CO.,LTD/SPECIALTY-SEED-SOUTH","SPECIALTY-SEED-SOUTH",8063.91783029001,6386.70042383952,8063.91783029001,1,65,1,0,2,1,0,0,0
"SHANGHAI O.SUN ELECTRONICS SCI/SPECIALTY-PSG","SPECIALTY-PSG",9408.91634678934,6128.897796733929,1608.080293845975,1,9016,3,2,3,2,0,0,0
"FEMTO LOGIC DESIGN PVT LTD./BRANCH-INDIA","BRANCH-INDIA",1910.19005770883,1238.4961495406,0,1,32,1,0,1,1,0,0,0
"SHANGHAI LEELEC ELECTRONICS CO.,LTD/BRANCH-SHANGHAI1","BRANCH-SHANGHAI1",60000,56414,60000,1,20000,1,0,1,1,0,0,0
"MIAN YANG SWAI CNC CO.,LTD./SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",3780,3637.08,0,1,300,1,0,1,1,0,0,0
"SHENZHEN CONSMART ELECTRONICS CO.,LTD/BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",1950,1662.9,0,1,15000,1,0,1,1,0,0,0
"BEIJING WEIRUIDA MEASUREMENT &CONTROL SYSTEM CO.,LTD./SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",97472.5,91978.4225,-75,1,75250,2,0,6,5,0,0,0
"SAM WOO ELECTRONICS CO., LTD./SPECIALTY-PSG","SPECIALTY-PSG",52919.65,39515.4402,-49.899999999999773,1,220780,6,1,6,2,1,0,0
"MOAI ELECTRONICS CORPORATION/BRANCH-HSINCHU/KH","BRANCH-HSINCHU/KH",1200,1026.66,0,1,6000,1,0,1,1,0,0,0
"C-NEX CO., LTD/BRANCH-KOREA1","BRANCH-KOREA1",2442.17321140398,2095.11545633853,2442.17321140398,1,1000,1,0,1,1,0,0,0
"BEIJING JEER INSTRUMENT CO.LTD/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",3150.46075534622,2667.23371266419,0,1,9000,1,0,1,1,0,0,0
"FUZHOU TOTINFO INFORMATION TECHNOLOGY CO.,LTD/BRANCH-ZHEJIANG/FUJIAN","BRANCH-ZHEJIANG/FUJIAN",11470.54613064843,9524.94611059866,11470.54613064843,1,75000,3,0,1,1,0,0,0
"DONGGUAN XINZHAN ELECTRONICS CO.,LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",121028.7588940252896,103165.6745934626663,59728.59435517208824,14,1008797,10,3,21,13,0,0,0
"ERICSSON AUSTRALIA PTY LTD/BRANCH-ANZ","BRANCH-ANZ",3665.805614734461357,2814.0766029389483,2673.11449793963,2,324,3,2,5,2,1,0,0
"SUZHOU HUSHI WIRELESS TECHNOLOGY CO.,LTD/BRANCH-SUZHOU","BRANCH-SUZHOU",1829.2012057272,1343.75885455916,0,1,1000,1,1,1,1,0,0,0
"FUSION TRADE HK LTD./SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",7657,6824.085,7657,4,341500,3,2,4,3,1,0,0
"BEIJING RUICHIXINSHENG ELECTRONIC TECHNOLOGY DEVELOPMENT CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",11280.37641863869,9456.45498036106,11280.37641863869,2,1450,2,1,3,2,0,0,0
"TOPOWER CO., LTD./BRANCH-TAIPEI2","BRANCH-TAIPEI2",31349.1416411598,24853.5488974409,15660.1607347876,1,61600,2,0,1,1,1,0,0
"CHANGZHOU REGAL-BELOIT SINYA MOTOR CO.,LTD/BRANCH-NANJING","BRANCH-NANJING",2403.8940651447252,2198.375607390514,337.123390700349,3,70500,2,0,9,4,0,0,0
"GUANGZHOU DESHENG ELECTRON TEC/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",386876.293192978566,357039.939465812308,373873.6735302437403,1,1089600,10,3,24,1,1,0,0
"YEONWOO LIGHTING/BRANCH-KOREA1","BRANCH-KOREA1",1280.227716098781,1150.090039223072,869.5794274308883,1,3500,2,0,2,1,0,0,0
"CREATIVE GALLERY LIMITED/BRANCH-HONGKONG2","BRANCH-HONGKONG2",1932.5,1397.05,0,1,18000,2,0,3,1,0,0,0
"SHENZHEN COSHIP ELECTRONICS/ALTERA-TEAM","ALTERA-TEAM",35722.5,32796.8862,24211.5,3,8550,5,1,5,3,1,0,0
"NINGBO LGDD ELECTRICAL FITTING/BRANCH-ZHEJIANG/FUJIAN","BRANCH-ZHEJIANG/FUJIAN",5850,5806.4,5850,1,5000,1,1,1,1,0,0,0
"ANCA MOTION PTY LTD/BRANCH-ANZ","BRANCH-ANZ",1210.0138433527015,703.94959740840393,589.3081939290821,6,5615,5,0,6,5,0,0,0
"PROFFY TECHNOLOGY CO., LTD./BRANCH-HSINCHU/KH","BRANCH-HSINCHU/KH",1017.78,873.27096,747.3,1,435,2,0,2,1,0,0,0
"DONGGUAN DAMEI ELECTRIC APPLIANCE CO., LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",27914.913402021733,23157.84474876197,18401.775425564691,2,125000,6,2,3,1,1,0,0
"SHENZHEN HUAHONG CHUANGKE TECHNOLOGICAL DEVELOPMENT CO., LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",7179.21230341577,4691.59578807427,0,1,4000,1,1,1,1,0,0,0
"LINKEDHOPE INTELLIGENT TECHNOLOGIES CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",66511.897695615419,63778.664320510949,66511.897695615419,1,188,7,0,6,2,0,0,0
"REGENT MANNER LIMITED/BRANCH-TAIPEI1","BRANCH-TAIPEI1",47355,34553.4,36135,1,285000,4,0,1,1,0,0,0
"NURI SYSTEMS INC./SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",4000,4000,4000,1,1,1,1,1,1,0,0,0
"OCT/SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",7041.6,6597.8314,7041.6,1,40,1,1,2,2,1,0,0
"HANGZHOU ACOSOUND TECHNOLOGY C/BRANCH-ZHEJIANG/FUJIAN","BRANCH-ZHEJIANG/FUJIAN",3073.43101648518,2701.24,0,2,502,1,0,2,2,0,0,0
"GUANGZHOU GAODI AUTO MAINTENANCE EQUIPMENT CO. LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",1375.20112336541,1075.09873328848,0,1,2000,1,0,1,1,1,0,0
"SHENZHEN TRANSCEND TECHNOLOGY CO.,LTD/BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",73791,72184.08,73791,1,2281800,6,0,6,1,0,0,0
"BEIJING MASTERPIECE TECHNOLOGY/BRANCH-BEIJING1","BRANCH-BEIJING1",5475,4798.925,0,1,25,1,1,1,1,1,0,0
"SHENZHEN RAKWIRELESS TECHNOLOGY CO.,LTD/SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",8008,7318.428,8008,1,5200,1,0,1,1,0,0,0
"ENTECH PRODUCTS (HONG KONG) LIMITED/BRANCH-HONGKONG1","BRANCH-HONGKONG1",6500,5193.51,0,3,31000,2,0,3,3,0,0,0
"STIEBEL ELTRON ASIA LTD/BRANCH-TVIP","BRANCH-TVIP",43627.5,35163.335,24000,1,36250,9,1,2,2,1,0,0
"SEEKING FISHERIES PTY LTD/BRANCH-ANZ","BRANCH-ANZ",7631.06030744974,5937.30784391013,0,1,500,1,0,1,1,0,0,0
"SHANGHAI YUQING ELECTRONIC TECHNOLOGY CO., LTD/SPECIALTY-PSG","SPECIALTY-PSG",47734.2030413923241,43283.4095377187867,6594.975489314219914,2,1976964,8,1,46,2,0,0,0
"HARBIN CHANGCHUAN ULTRASONIC INSTRUMENT TECHNOLOGY CO. LTD./BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",5133.492762487258,4821.2234,4166.4,2,3710,1,0,2,1,0,0,0
"KWANG SUNG ELECTRONICS KOREA CO.,LTD/SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",2418.64726298913,1790.25,2418.64726298913,1,5,1,0,1,1,0,0,0
"RAYNET TECHNOLOGIES PTE LTD/BRANCH-SINGAPORE","BRANCH-SINGAPORE",27270,24475.74,17430,1,24000,6,2,1,1,1,0,0
"NINGBO E-FOISON ELECTRONICS CO.,LTD/BRANCH-ZHEJIANG/FUJIAN","BRANCH-ZHEJIANG/FUJIAN",8050.309303619741,7534.57932816613,8050.309303619741,3,609000,2,1,4,3,1,0,0
"CENTEC NETWORKS(SUZHOU) CO.LTD/BRANCH-SUZHOU","BRANCH-SUZHOU",14077.305518860555,11889.681684346451,7446.61796828252696,1,3030,9,2,4,1,1,0,0
"LICOMM CO.,LTD/SPECIALTY-EXCELTECH","SPECIALTY-EXCELTECH",129200,126426.96,0,1,400,1,0,4,1,0,0,0
"VATICS INC./BRANCH-TAIPEI2","BRANCH-TAIPEI2",11309.8,9939.8323,0,1,1515,3,1,4,2,0,0,0
"HANGZHOU INGENIOUS MOTOR CO.,LTD./BRANCH-ZHEJIANG/FUJIAN","BRANCH-ZHEJIANG/FUJIAN",2700,2489.58,8100,1,6000,1,0,1,1,1,0,0
"TOMOE ELECTRONICS CO./BRANCH-HONGKONG1","BRANCH-HONGKONG1",8553.342193862155,6802.826117678202,5786.219997264017,2,43000,5,0,4,3,0,0,0
"CHANGSHU MINE ELECTRONICALEQUIPMENT CO.,LTD./BRANCH-SHANGHAI1","BRANCH-SHANGHAI1",4113.249881675525,3368.304,3429.53884624331,1,1200,2,0,1,1,1,0,0
"SMARTHOME PRODUCTS(SHENZHEN)CO.,LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",1318.21175489787,1154.81069493241,1318.21175489787,1,2960,1,0,1,1,0,0,0
"DIGITALCOM CO., LTD./BRANCH-KOREA1","BRANCH-KOREA1",7429.335176136879,6510.661736096535,-507.36610462929575,4,3232,3,0,7,4,0,0,0
"ASCENT-E SENSING SYSTEM (WUHAN) CO.,LTD/BRANCH-CHINA-CENTRALWEST","BRANCH-CHINA-CENTRALWEST",6803.86747175754,6574.38797100994,-6034.26441325789217,1,4050,3,0,2,1,0,0,0
"SHENZHEN PAILUODE TECHNOLOGY CO., LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",5500,5370.5,5500,1,10000,1,1,1,1,0,0,0
"WON ELECTRONICS PTE LTD/BRANCH-SINGAPORE","BRANCH-SINGAPORE",2427,2280.39,0,1,3000,1,0,1,1,1,0,0
"SZ HONGCHEN TECHNOLOGY LTD/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",10005,8798.589,5755,2,50350,2,0,5,2,0,0,0
"VAR-MICROSEMI-CANDY/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",1806778.23740053,1770547.57988,1429449.194500529997445,3,1405568,12,3,61,4,0,0,0
"SHENZHEN SNOWBALL LIGHTING CO/BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",36473.18613654046,32552.469257486049,25216.654418166925,1,102000,8,1,6,1,0,0,0
"SHENZHEN PERMANENT CREATIVE TECHNOLOGY CO.LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",5102.5,4788.225,5102.5,1,32500,1,1,1,1,1,0,0
"HARBIN WEI XING POWER TECHNOLO/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",11400,9678,11400,1,60000,1,0,1,1,0,0,0
"DAEHAN ULTRAVISION CO., LTD/BRANCH-KOREA1","BRANCH-KOREA1",4439.69631426395,3643.37974727882,0,1,39000,1,1,1,1,0,0,0
"QINGDAO LEFF TECHNOLOGIES CO.,/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",6000,4705.65,2300,2,20050,2,0,2,2,0,0,0
"SHANGHAI GREAT ELECTRONIC TECHNOLOGY CO.,LTD/BRANCH-SHANGHAI1","BRANCH-SHANGHAI1",3994.75928112444,3375.8298,0,1,1204,1,0,2,1,0,0,0
"COTRUST ENERGY SYSTEM RESEARCH AND DEVELOPMENT CO.,LTD/BRANCH-NANJING","BRANCH-NANJING",89739.5603767341,69278.0384057971,71775.0335931646,1,10000,3,1,1,1,1,0,0
"ANHUI XIAOMU CULTURE TECHNOLOGY CO., LTD/SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",5137.5,4955.25,5137.5,1,75000,1,0,1,1,1,0,0
"GUANGZHOU KOFA BIOTECHNOLOGY CO.,LTD/SPECIALTY-SEED-SOUTH","SPECIALTY-SEED-SOUTH",2598.47844340852,1250.42852592871,2598.47844340852,1,3000,1,0,1,1,0,0,0
"K&J TECH COMPANY LTD/BRANCH-KOREA1","BRANCH-KOREA1",50280.696280788019,47808.929442519085,7114.122107823780459,1,34958,9,3,14,7,1,0,0
"FLEXIUM INTERCONNECT INC./BRANCH-HSINCHU/KH","BRANCH-HSINCHU/KH",180983.525,174983.22,86137.524999999994,2,288000,7,0,2,2,1,0,0
"NAMKWANG LIGHTING/BRANCH-KOREA1","BRANCH-KOREA1",22232.011733726898,18739.252766218488,17702.58002254090246,1,7600,6,1,14,1,1,0,0
"WUXI SKY CHIP INTERCONNECTION TECHNOLOGY CO.,LTD./BRANCH-SHENZHEN3","BRANCH-SHENZHEN3",10724.8277362733,10343.9,-42.904912514871,1,5000,1,0,1,1,0,0,0
"CKD THAI COPORATION LTD/BRANCH-TVIP","BRANCH-TVIP",1122,988.02,0,1,36000,2,0,2,1,1,0,0
"SUZHOU BORDNETZE ELECTRICAL/SPECIALTY-PSG","SPECIALTY-PSG",52856.8904109973792,46182.6751361740204,3384.919701073076488,1,3540000,11,3,2,2,1,0,0
"SUZHOU SOLAR TECHNOLOGY CO., LTD./SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",10431.5775129832,9886.72914742532,10431.5775129832,1,1000,1,1,1,1,1,0,0
"POWERTECH MANUFACTURING CO.,LT/BRANCH-TVIP","BRANCH-TVIP",151091.6,133206.52,0,3,472000,2,0,4,4,0,0,0
"BEIJING QIFENG ENERGY-STORAGE TECHNOLOGY CO.,LTD./SPECIALTY-SEED-CENTRAL-NORTH","SPECIALTY-SEED-CENTRAL-NORTH",6864,6551.76576,0,1,48,1,0,1,1,0,0,0
"SHENZHEN RENETECH ELECTRONIC C/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",28016,26806.056,6470,2,120400,4,0,3,2,0,0,0
"KINGTING TECH. CORPORATION/BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",69460.36795945512,65359.18299907644,99505.36795945512,2,35200,4,1,4,4,1,0,0
"HONGYINGWEI ELECTRONICS CO.LTD./BRANCH-SHENZHEN1","BRANCH-SHENZHEN1",78129,65275.16606,20832.969999999999091,20,247446,12,3,49,20,1,0,0
"BEIJING REALSENSE TECHNOLOGY C/BRANCH-BEIJING2","BRANCH-BEIJING2",4400,4122.06,-114700,1,12000,2,0,2,1,0,0,0
"SHANGHAI SANSI ELECTRONICS ENGINEERING CO.,LTD/BRANCH-SHANGHAI1","BRANCH-SHANGHAI1",1133.11155337972,953.231546987811,0,1,2000,1,0,1,1,1,0,0
"YOSUN HONGKONG CORP.LTD./SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",18950.4,18545.0328,18950.4,1,5040,1,0,1,1,1,0,0
"NATRONICS INTERNATIONAL/BRANCH-INDIA","BRANCH-INDIA",1320,1186.26,1320,1,3000,1,0,1,1,0,0,0
"SHANGHAI HANGCHI TRADING CO.,LTD/SPECIALTY-PSG","SPECIALTY-PSG",1927.9669936527372,1572.8850434440035,31.7731164131682,1,18800,2,0,3,1,0,0,0
"HUAMIN ELECTRONIC CO.,LTD/BRANCH-ZHEJIANG/FUJIAN","BRANCH-ZHEJIANG/FUJIAN",26308.83764271001,23987.07100257899,21486.91797970413,1,27700,7,1,1,1,0,0,0
"SHENZHEN HUANWEI TECHNOLOGY CO/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",260344.02,247147.7846,207751.2,7,19241420,12,3,65,17,1,0,0
"APIX, INC./BRANCH-HSINCHU/KH","BRANCH-HSINCHU/KH",11535,9987.916,2730,4,7650,5,1,4,4,1,0,0
"HANGZHOU KONING INFORMATION TE/BRANCH-SHANGHAI1","BRANCH-SHANGHAI1",7559.8,7360.44,7559.8,2,11000,1,0,2,2,0,0,0
"HANGZHOU XINWEI TECHNOLOGY CO., LTD/BRANCH-ZHEJIANG/FUJIAN","BRANCH-ZHEJIANG/FUJIAN",5784.70736407641,5324.14682630006,0,1,4000,1,0,2,2,0,0,0
"O LIGHT SDN BHD/BRANCH-MALAYSIA","BRANCH-MALAYSIA",2064,1912.64,0,1,172000,1,0,3,1,0,0,0
"DONGGUAN QIWEN ELETRONICS CO.,/BRANCH-CHINASOUTH","BRANCH-CHINASOUTH",38920.5,36530.7,34620.5,2,39000,6,2,2,2,0,0,0
"ELEMECHTRON ELECTRONIC EQUIPMENT(SHANGHAI)CO.,LTD/BRANCH-SHANGHAI1","BRANCH-SHANGHAI1",7750.551,6755.9134,7837.551,3,13470,3,0,7,4,0,0,0
"SHENZHEN PURPLE LIGHTING TECHNOLOGY CO., LTD/BRANCH-SHENZHEN2","BRANCH-SHENZHEN2",24643.599133876188,19776.69554515737,17366.774125566278,1,57550,6,1,5,1,1,0,0
"QINGDAO DINFON ELECTRIC CO.,LTD/BRANCH-CHINA-NORTHEAST","BRANCH-CHINA-NORTHEAST",13394.700063816209,12383.009334570981,13060,2,66000,2,0,5,2,1,0,0
"DELPHI PACKARD ELECTRIC SYSTEMS CO., LTD. CHANGCHUN BRANCH/SPECIALTY-PSG","SPECIALTY-PSG",1763553.6266898375585,1702686.5915196901269,1702568.784689633771193,1,50338958,12,3,125,1,1,0,0
"BEIJING INNOVATION TECHNOLOGY CO.,LTD./BRANCH-BEIJING2","BRANCH-BEIJING2",77803,71688.866,67512,1,11840,7,0,3,3,0,0,0
"FORTUNE SHIP INTERNATIONAL INDUSTRIAL LIMITED/SPECIALTY-ULTRA-CHINA","SPECIALTY-ULTRA-CHINA",3629700,2696248.36,0,1,1962000,4,3,1,1,1,0,0
"NANJING KAI TONG AUTOMATIVE CO/ALTERA-TEAM","ALTERA-TEAM",42953.492827687824,35488.483012487363,11199.5397434653716,3,30240,8,2,5,4,1,0,0
"PT. SANTINILESTARI ENERGI INDONESIA/BRANCH-TVIP","BRANCH-TVIP",89131.2002,81172.37739,48250.6001999999985,4,677334,4,1,8,3,1,0,0
"BEIJING UNITARITY S&T LTD./BRANCH-BEIJING1","BRANCH-BEIJING1",9683.3,8330.95326,0,3,5324,3,0,5,3,1,0,0
"PUMPKIN ELECTRONICS (HK) LIMITED/SPECIALTY-GREATERCHINA-RESELLER","SPECIALTY-GREATERCHINA-RESELLER",1295828,1248896.59824,1530913.999999999996724,2,634492,10,3,12,4,1,0,0
"YESUNG C&I/BRANCH-KOREA1","BRANCH-KOREA1",8472.223239975193,7354.694834455037,593.50463029462817,3,13140,5,2,4,3,1,0,0
"ADVINNO TECHNOLOGIES PTE LTD/BRANCH-SINGAPORE","BRANCH-SINGAPORE",3081.1,2553.42316,1262.5,1,862,2,2,3,1,1,0,0
"LOCARIS TECHNOLOGY CO.,LTD/BRANCH-BEIJING1","BRANCH-BEIJING1",5420,4835.485,0,2,38500,3,0,3,2,0,0,0
"DRAGON TECHNOLOGY DISTY SINGAPORE PRIVATE LIMITED/BRANCH-INDIA","BRANCH-INDIA",18144,17188.0826,16557,3,2770,3,1,6,3,1,0,0
